time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-05-24T10:15:46.010Z,33.9691667,-116.3686667,8.895,1.29,ml,48,38,0.04379,0.18,ci,ci37386312,2015-05-26T14:19:50.870Z,"12km E of Desert Hot Springs, California",earthquake
2015-05-24T10:08:04.520Z,35.6774,-97.4053,7.93,1.9,mb_lg,,36,0.11,0.5,us,us10002c3j,2015-06-07T12:54:48.217Z,"7km ENE of Edmond, Oklahoma",earthquake
2015-05-24T10:04:07.380Z,38.7471667,-122.7035,2.25,1.16,md,35,63,0.00793,0.08,nc,nc72454621,2015-06-03T21:25:35.710Z,"5km SE of The Geysers, California",earthquake
2015-05-24T09:47:21.490Z,-24.0105,-174.6764,23.92,4.8,mb,,99,6.605,0.49,us,us20002ln7,2015-06-07T11:14:15.795Z,"297km S of `Ohonua, Tonga",earthquake
2015-05-24T09:38:04.760Z,-19.6148,-68.6455,129.46,4.6,mwr,,42,0.709,0.81,us,us10002bwn,2015-06-07T10:46:06.612Z,"170km ENE of Iquique, Chile",earthquake
2015-05-24T09:37:26.880Z,38.8516667,-122.7838333,2.27,0.2,md,13,146,0.01075,0.02,nc,nc72454616,2015-05-30T03:00:58.970Z,"6km WNW of Cobb, California",earthquake
2015-05-24T09:37:26.710Z,33.5975,-116.8171667,9.288,0.79,ml,38,45,0.04128,0.14,ci,ci37386304,2015-05-26T14:20:57.850Z,"14km WNW of Anza, California",earthquake
2015-05-24T09:25:10.560Z,-7.803,158.5454,109.47,4.1,mb,,83,2.136,0.67,us,us20002lna,2015-06-07T10:17:21.832Z,"60km WNW of Dadali, Solomon Islands",earthquake
2015-05-24T09:21:34.910Z,47.8411667,-121.8245,20.16,2.58,ml,36,130,0.07232,0.32,uw,uw61022161,2015-06-07T09:39:24.482Z,"2km SSW of Sultan, Washington",earthquake
2015-05-24T09:20:50.023Z,37.3545,-114.6493,4.4666,1.28,ml,10,116.42,0.324,0.1729,nn,nn00495793,2015-05-24T17:02:27.243Z,"31km SSW of Caliente, Nevada",earthquake
2015-05-24T09:15:13.000Z,59.9837,-151.542,55.2,1.1,ml,6,143.999988480001,,0.12,ak,ak11615946,2015-06-03T05:16:26.144Z,"28km NE of Anchor Point, Alaska",earthquake
2015-05-24T09:10:40.420Z,27.7955,52.8116,10,4.4,mb,,107,4.161,0.28,us,us20002lnw,2015-06-07T09:06:48.637Z,"106km SW of Jahrom, Iran",earthquake
2015-05-24T09:04:02.280Z,-6.4199,147.7475,78.69,4,mb,,81,3.022,0.84,us,us20002ln6,2015-06-07T08:46:01.176Z,"24km NNW of Finschhafen, Papua New Guinea",earthquake
2015-05-24T09:03:04.765Z,37.3612,-114.5859,3.108,0.88,ml,6,161.47,0.373,0.2255,nn,nn00495792,2015-05-24T11:50:40.760Z,"28km SSW of Caliente, Nevada",earthquake
2015-05-24T08:54:57.800Z,18.7551,-64.8799,40,3.1,Md,14,187.2,0.40783514,0.34,pr,pr15144005,2015-05-24T16:58:27.073Z,"46km N of Charlotte Amalie, U.S. Virgin Islands",earthquake
2015-05-24T08:54:29.697Z,37.3678,-114.6438,11.2045,0.44,ml,5,164.25,0.326,0.2175,nn,nn00495825,2015-05-24T16:55:44.987Z,"29km SSW of Caliente, Nevada",earthquake
2015-05-24T08:52:52.000Z,62.3795,-149.0261,11.2,0.9,ml,10,118.799990496001,,0.68,ak,ak11615945,2015-06-03T05:16:25.316Z,"49km ENE of Y, Alaska",earthquake
2015-05-24T08:48:57.260Z,33.6765,-116.7753333,15.59,0.49,ml,19,74,0.06483,0.14,ci,ci37386296,2015-05-26T20:05:39.843Z,"9km SW of Idyllwild, California",earthquake
2015-05-24T08:41:23.290Z,37.4581667,-121.8038333,10.41,2.06,md,91,68,0.06924,0.11,nc,nc72454611,2015-05-27T18:38:24.690Z,"8km N of East Foothills, California",earthquake
2015-05-24T08:33:25.132Z,37.3344,-114.6409,4.651,1.15,ml,9,113.63,0.334,0.1974,nn,nn00495789,2015-05-28T20:54:36.172Z,"33km SSW of Caliente, Nevada",earthquake
2015-05-24T08:31:14.000Z,61.2924,-146.8569,29.4,0.8,ml,8,86.3999930880005,,0.3,ak,ak11606888,2015-06-03T05:16:12.950Z,"32km WNW of Valdez, Alaska",earthquake
2015-05-24T08:30:57.370Z,39.1416667,-123.5858333,4.5,2.15,md,27,103,0.06613,0.06,nc,nc72454606,2015-05-26T19:35:05.226Z,"24km NW of Boonville, California",earthquake
2015-05-24T08:17:57.000Z,59.1159,-136.1251,3.8,1.5,ml,,,,0.42,ak,ak11615943,2015-06-05T00:37:55.966Z,"40km WSW of Haines, Alaska",earthquake
2015-05-24T08:13:13.000Z,63.0389,-151.5699,11.3,1.1,ml,,,,0.79,ak,ak11606871,2015-06-03T05:16:49.680Z,"109km NW of Talkeetna, Alaska",earthquake
2015-05-24T08:05:59.000Z,63.0622,-151.564,3.2,1.4,ml,,,,0.57,ak,ak11606869,2015-06-03T05:16:51.555Z,"110km NW of Talkeetna, Alaska",earthquake
2015-05-24T07:57:26.359Z,39.0748,-116.038,1.2028,1.49,ml,9,110.2,0.807,0.1245,nn,nn00496962,2015-06-01T22:53:09.094Z,"49km S of Eureka, Nevada",earthquake
2015-05-24T07:56:01.100Z,33.5033333,-116.4386667,1.115,0.51,ml,17,143,0.09416,0.19,ci,ci37386288,2015-05-26T14:18:55.448Z,"21km SW of La Quinta, California",earthquake
2015-05-24T07:54:32.510Z,34.1433333,-117.7238333,11.07,0.38,ml,8,174,0.07142,0.07,ci,ci37386280,2015-05-26T19:59:44.382Z,"5km N of Claremont, California",earthquake
2015-05-24T07:47:13.000Z,62.9064,-151.2183,106.5,1.8,ml,12,97.1999922240006,,0.39,ak,ak11615940,2015-06-03T05:16:56.047Z,"86km NW of Talkeetna, Alaska",earthquake
2015-05-24T07:47:10.450Z,36.5681667,-121.0891667,8.76,0.73,md,12,95,0.04124,0.05,nc,nc72454591,2015-05-30T02:33:23.920Z,"26km NE of Soledad, California",earthquake
2015-05-24T07:46:08.040Z,38.8284988,-122.7808304,2.63,0.87,md,12,93,0.008752,0.03,nc,nc72454586,2015-05-24T07:47:43.480Z,"5km W of Cobb, California",earthquake
2015-05-24T07:43:37.640Z,33.9243333,-115.8666667,3.63,1.24,ml,37,59,0.1332,0.17,ci,ci37386272,2015-05-26T18:44:11.220Z,"30km SE of Twentynine Palms, California",earthquake
2015-05-24T07:42:00.530Z,44.6278333,-110.9876667,9.58,0.88,ml,15,57,0.044,0.15,uu,uu60111837,2015-05-26T16:23:45.540Z,"9km ESE of West Yellowstone, Montana",earthquake
2015-05-24T07:28:39.240Z,34.353,-116.4636667,7.123,0.77,ml,11,142,0.09095,0.17,ci,ci37386264,2015-05-26T14:19:11.775Z,"27km N of Yucca Valley, California",earthquake
2015-05-24T07:25:21.300Z,38.7926674,-122.7969971,3.68,1.01,md,21,94,0.006428,0.02,nc,nc72454581,2015-05-24T07:26:58.320Z,"3km WNW of The Geysers, California",earthquake
2015-05-24T07:25:12.540Z,38.7919998,-122.7976685,3.57,1.19,md,29,78,0.005593,0.02,nc,nc72454576,2015-05-24T07:26:48.340Z,"3km WNW of The Geysers, California",earthquake
2015-05-24T07:20:43.410Z,19.4069996,-155.2776642,10.6,1.86,md,34,30,0.01218,0.25,hv,hv60944391,2015-05-27T23:10:41.950Z,"4km WSW of Volcano, Hawaii",earthquake
2015-05-24T07:18:36.530Z,38.791832,-122.7959976,3.57,0.81,md,15,101,0.006456,0.02,nc,nc72454571,2015-05-24T07:20:13.280Z,"3km WNW of The Geysers, California",earthquake
2015-05-24T07:14:03.000Z,59.917,-139.654,0,1.7,ml,,,,1.15,ak,ak11606867,2015-06-05T00:37:31.365Z,"41km N of Yakutat, Alaska",earthquake
2015-05-24T07:12:02.800Z,38.8359985,-122.8568344,1.92,0.74,md,11,87,0.01003,0.01,nc,nc72454566,2015-05-24T07:13:38.220Z,"10km NW of The Geysers, California",earthquake
2015-05-24T07:10:10.475Z,37.3152,-114.6529,3.5925,0.59,ml,5,111.89,0.33,0.1772,nn,nn00495822,2015-05-24T16:52:32.594Z,"35km SSW of Caliente, Nevada",earthquake
2015-05-24T07:05:46.080Z,33.6016667,-116.8138333,9.688,0.88,ml,41,44,0.04002,0.17,ci,ci37386256,2015-05-26T14:21:07.480Z,"14km WNW of Anza, California",earthquake
2015-05-24T06:54:54.780Z,35.6913,-97.4386,6.44,2.7,mb_lg,,43,0.106,0.3,us,us10002bw8,2015-05-27T03:30:29.917Z,"5km NE of Edmond, Oklahoma",earthquake
2015-05-24T06:47:02.000Z,61.838,-146.794,34.2,1.4,ml,,,,0.62,ak,ak11606865,2015-06-03T05:16:50.999Z,"72km WSW of Glennallen, Alaska",earthquake
2015-05-24T06:16:38.227Z,37.3311,-114.6306,4.5154,1.37,ml,10,113.56,0.343,0.2257,nn,nn00495786,2015-05-24T11:38:01.475Z,"33km SSW of Caliente, Nevada",earthquake
2015-05-24T06:10:45.290Z,33.7625,-116.9946667,14.366,1.07,ml,41,54,0.05057,0.21,ci,ci37386248,2015-05-26T14:21:14.150Z,"3km NW of Hemet, California",earthquake
2015-05-24T06:02:34.000Z,59.1214,-151.877,71.1,1.4,ml,7,154.799987616001,,0.28,ak,ak11615937,2015-06-03T05:16:23.677Z,"60km SSW of Homer, Alaska",earthquake
2015-05-24T06:02:13.610Z,37.1551667,-121.5441667,6.89,0.68,md,16,100,0.04556,0.04,nc,nc72454561,2015-05-30T02:58:28.090Z,"9km NE of San Martin, California",earthquake
2015-05-24T05:56:42.700Z,18.7579,-67.571,32,2.9,Md,8,324,0.5228195,0.23,pr,pr15144004,2015-05-24T13:59:25.068Z,"57km NW of Aguadilla, Puerto Rico",earthquake
2015-05-24T05:54:00.000Z,63.0034,-149.0629,76.3,2.3,ml,,,,0.46,ak,ak11606857,2015-06-03T05:16:53.422Z,"43km S of Cantwell, Alaska",earthquake
2015-05-24T05:46:01.280Z,40.1218333,-121.589,2.44,1.16,md,8,253,0.05664,0.06,nc,nc72454556,2015-05-26T23:39:03.920Z,"27km NNE of Forest Ranch, California",earthquake
2015-05-24T05:44:26.000Z,60.9407,-149.8075,46.3,1.1,ml,6,165.599986752001,,0.29,ak,ak11615935,2015-06-03T05:16:22.883Z,"31km S of Anchorage, Alaska",earthquake
2015-05-24T05:42:10.030Z,35.8285,-97.4747,7.04,2.4,ml,,70,0.035,0.35,us,us10002c3h,2015-05-26T00:18:41.164Z,"7km SW of Guthrie, Oklahoma",earthquake
2015-05-24T05:38:51.000Z,60.6658,-152.1062,85.1,1.6,ml,8,100.799991936001,,0.25,ak,ak11615934,2015-06-03T05:16:22.115Z,"40km ENE of Redoubt Volcano, Alaska",earthquake
2015-05-24T05:36:28.970Z,33.4955,-116.4868333,14.526,0.89,ml,31,96,0.05816,0.18,ci,ci37386240,2015-05-26T14:21:21.490Z,"18km ESE of Anza, California",earthquake
2015-05-24T05:35:06.689Z,37.3093,-114.6622,5.0193,1.27,ml,7,152.88,0.324,0.1024,nn,nn00495785,2015-05-24T11:31:22.620Z,"36km SSW of Caliente, Nevada",earthquake
2015-05-24T05:31:17.000Z,61.2765,-151.2224,65.7,2.2,ml,,,,0.38,ak,ak11606850,2015-06-03T05:16:52.362Z,"65km N of Nikiski, Alaska",earthquake
2015-05-24T05:30:18.160Z,37.5913333,-118.8595,6.78,0.16,md,6,278,0.02775,0.02,nc,nc72454551,2015-05-26T23:35:02.850Z,"11km ESE of Mammoth Lakes, California",earthquake
2015-05-24T05:30:16.100Z,19.048,-66.5765,8,3.3,Md,16,216,0.56953189,0.81,pr,pr15144001,2015-05-24T13:32:47.404Z,"65km NNE of Arecibo, Puerto Rico",earthquake
2015-05-24T05:24:43.640Z,36.6746667,-121.3153333,3.23,0.5,md,12,76,0.03476,0.1,nc,nc72454546,2015-05-30T02:29:52.440Z,"15km SSE of Ridgemark, California",earthquake
2015-05-24T05:21:47.500Z,37.2926,-114.6421,5.7759,1.6,ml,21,109.5,0.345,0.1812,nn,nn00495784,2015-05-24T11:28:07.930Z,"37km SSW of Caliente, Nevada",earthquake
2015-05-24T05:12:50.050Z,36.683,-121.3115,4.33,2.84,ml,71,53,0.03485,0.08,nc,nc72454541,2015-05-26T18:40:06.442Z,"15km SSE of Ridgemark, California",earthquake
2015-05-24T04:53:22.870Z,-16.83,-14.1858,10,6.3,mwp,,34,8.146,1.02,us,us10002bvx,2015-06-09T14:58:42.000Z,"Southern Mid-Atlantic Ridge",earthquake
2015-05-24T04:50:02.920Z,37.2957,-114.6437,5.7281,1.47,ml,14,135.3,0.343,0.1848,nn,nn00495783,2015-05-24T16:49:15.105Z,"37km SSW of Caliente, Nevada",earthquake
2015-05-24T04:49:37.880Z,37.6378333,-118.8808333,7.84,0.66,md,18,86,0.01429,0.04,nc,nc72454531,2015-05-26T23:30:32.690Z,"8km E of Mammoth Lakes, California",earthquake
2015-05-24T04:49:21.220Z,38.8113327,-122.8306656,3.11,0.56,md,7,168,0.002722,0.03,nc,nc72454526,2015-05-24T04:50:58.140Z,"7km WNW of The Geysers, California",earthquake
2015-05-24T04:45:02.000Z,59.9882,-140.6899,8.7,1.4,ml,,,,0.37,ak,ak11606833,2015-06-05T00:37:39.485Z,"73km NW of Yakutat, Alaska",earthquake
2015-05-24T04:37:22.000Z,51.303,-178.2352,25.5,2,ml,,,,0.19,ak,ak11615931,2015-06-05T00:37:55.371Z,"61km E of Amatignak Island, Alaska",earthquake
2015-05-24T04:36:19.800Z,37.6356667,-118.8826667,7.71,0.74,md,22,89,0.01423,0.06,nc,nc72454521,2015-05-27T23:45:48.550Z,"8km E of Mammoth Lakes, California",earthquake
2015-05-24T04:34:11.450Z,37.636,-118.8793333,8.59,1.38,md,24,81,0.01622,0.02,nc,nc72454516,2015-05-27T23:42:47.670Z,"8km E of Mammoth Lakes, California",earthquake
2015-05-24T04:28:24.560Z,33.9568333,-116.7601667,17.42,1.08,ml,41,42,0.08756,0.16,ci,ci37386216,2015-05-26T14:22:29.100Z,"5km NNE of Cabazon, California",earthquake
2015-05-24T04:18:10.190Z,38.5067,-118.4949,3.9636,0.1,ml,3,168.23,0.123,0.0134,nn,nn00496961,2015-06-01T22:34:29.980Z,"11km E of Hawthorne, Nevada",earthquake
2015-05-24T04:18:07.116Z,38.685,-119.6533,14.0772,0.95,ml,9,90.16,0.247,0.14,nn,nn00495780,2015-05-24T11:11:27.098Z,"23km SSE of Gardnerville Ranchos, Nevada",earthquake
2015-05-24T04:15:31.200Z,19.0473,-66.64,51,3.1,Md,14,252,0.5758201,0.54,pr,pr15144000,2015-05-24T12:18:12.501Z,"64km N of Arecibo, Puerto Rico",earthquake
2015-05-24T04:14:39.000Z,62.4465,-149.1444,16,0.7,ml,,,,0.53,ak,ak11615929,2015-06-05T00:37:57.304Z,"48km NE of Y, Alaska",earthquake
2015-05-24T04:12:33.260Z,36.003,-120.5623333,2.48,0.83,md,33,94,0.02182,0.07,nc,nc72454496,2015-05-30T02:27:23.230Z,"23km SW of Coalinga, California",earthquake
2015-05-24T04:11:10.000Z,63.0127,-150.4709,100.7,1.3,ml,12,143.999988480001,,0.24,ak,ak11606828,2015-06-03T05:16:36.783Z,"78km NNW of Talkeetna, Alaska",earthquake
2015-05-24T04:07:31.000Z,19.12,-66.6853,40,3,Md,8,288,0.65577016,0.2,pr,pr15144003,2015-05-24T12:10:03.948Z,"71km NNE of Hatillo, Puerto Rico",earthquake
2015-05-24T04:07:20.400Z,-16.7277,-14.1603,10,4.9,mb,,60,23.885,0.72,us,us10002bvt,2015-05-24T12:10:00.033Z,"Southern Mid-Atlantic Ridge",earthquake
2015-05-24T04:04:01.060Z,35.1396667,-118.8608333,8.54,1.02,ml,13,150,0.02823,0.21,ci,ci37386200,2015-05-26T18:31:48.635Z,"8km SSW of Arvin, California",earthquake
2015-05-24T04:03:27.040Z,33.4911667,-116.483,15.659,0.56,ml,18,98,0.05767,0.16,ci,ci37386192,2015-05-26T14:20:11.599Z,"19km ESE of Anza, California",earthquake
2015-05-24T04:00:12.150Z,33.503,-116.482,15.21,0.65,ml,25,95,0.05125,0.14,ci,ci37386184,2015-05-26T19:32:01.575Z,"19km ESE of Anza, California",earthquake
2015-05-24T04:00:03.020Z,33.4965,-116.4835,15.28,0.49,ml,14,200,0.05524,0.16,ci,ci37386176,2015-05-26T19:27:35.335Z,"19km ESE of Anza, California",earthquake
2015-05-24T03:47:50.000Z,60.6422,-151.6165,73.2,1.3,ml,,,,0.43,ak,ak11606824,2015-06-03T05:16:54.236Z,"18km WSW of Nikiski, Alaska",earthquake
2015-05-24T03:44:11.760Z,-56.0265,-27.9061,108.64,4.8,mb,,53,5.222,0.67,us,us10002bvq,2015-05-24T11:46:51.557Z,"86km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake
2015-05-24T03:42:43.810Z,38.8078346,-122.7714996,2.1,0.55,md,6,126,0.008991,0.01,nc,nc72454471,2015-05-24T03:44:18.660Z,"3km NNW of The Geysers, California",earthquake
2015-05-24T03:41:19.850Z,42.374,-111.511,4.53,1.75,ml,17,142,0.495,0.23,uu,uu60111822,2015-05-26T16:19:36.610Z,"18km WNW of Montpelier, Idaho",earthquake
2015-05-24T03:28:35.900Z,18.9512,-68.5556,29,3.4,Md,11,316.8,1.05102888,0.21,pr,pr15144002,2015-05-24T11:31:05.296Z,"35km NNE of Otra Banda, Dominican Republic",earthquake
2015-05-24T03:22:25.169Z,38.5114,-118.5009,7.4207,1.55,ml,10,83.11,0.118,0.2276,nn,nn00495777,2015-05-24T10:55:42.075Z,"10km E of Hawthorne, Nevada",earthquake
2015-05-24T03:21:14.480Z,39.5996667,-120.3846667,10.96,0.95,md,13,110,0.1292,0.03,nc,nc72454466,2015-05-30T02:27:21.120Z,"24km SSE of Portola, California",earthquake
2015-05-24T03:05:04.270Z,36.9725,-116.1797,0,-0.21,ml,12,106.68,0.046,0.1483,nn,nn00495773,2015-05-24T03:23:00.104Z,"52km E of Beatty, Nevada",earthquake
2015-05-24T03:02:46.000Z,63.5864,-151.7648,9.1,0.9,ml,,,,0.32,ak,ak11606813,2015-06-05T00:37:33.568Z,"141km W of Healy, Alaska",earthquake
2015-05-24T03:02:05.000Z,63.2629,-151.1115,16.7,1.1,ml,6,97.1999922240006,,0.93,ak,ak11606814,2015-06-03T05:16:36.141Z,"109km W of Cantwell, Alaska",earthquake
2015-05-24T02:55:58.440Z,33.6906667,-116.7176667,17.49,0.43,ml,17,96,0.02386,0.14,ci,ci37386168,2015-05-26T19:20:13.931Z,"6km S of Idyllwild, California",earthquake
2015-05-24T02:51:01.000Z,60.1455,-141.2264,0,1.3,ml,,,,0.86,ak,ak11606812,2015-06-05T00:37:32.846Z,"67km E of Cape Yakataga, Alaska",earthquake
2015-05-24T02:43:14.960Z,19.4011669,-155.293335,6.51,1.88,md,30,54,0.008312,0.34,hv,hv60944266,2015-05-27T23:12:14.410Z,"6km WSW of Volcano, Hawaii",earthquake
2015-05-24T02:38:07.000Z,62.4045,-149.1721,10,0.7,ml,,,,0.56,ak,ak11615923,2015-06-05T00:37:56.654Z,"44km NE of Y, Alaska",earthquake
2015-05-24T02:30:23.000Z,51.743,-176.4712,53.8,2.2,ml,6,208.799983296001,,0.36,ak,ak11615922,2015-06-03T05:16:18.594Z,"19km SE of Adak, Alaska",earthquake
2015-05-24T02:12:08.522Z,37.2982,-114.6472,6.5841,1.33,ml,11,110.07,0.339,0.1172,nn,nn00495768,2015-05-24T03:00:28.030Z,"37km SSW of Caliente, Nevada",earthquake
2015-05-24T01:59:04.997Z,38.512,-118.5122,7.7635,0.41,ml,4,148.02,0.117,0.0568,nn,nn00496960,2015-06-01T22:24:19.344Z,"9km E of Hawthorne, Nevada",earthquake
2015-05-24T01:37:05.000Z,63.0418,-148.0823,11.9,1,ml,,,,0.57,ak,ak11606806,2015-06-03T05:16:04.405Z,"58km SE of Cantwell, Alaska",earthquake
2015-05-24T01:35:50.242Z,37.3248,-114.6458,2.8978,1.23,ml,9,112.76,0.333,0.1958,nn,nn00495763,2015-05-24T03:06:52.765Z,"34km SSW of Caliente, Nevada",earthquake
2015-05-24T01:34:39.000Z,61.4665,-146.6192,14.2,1.9,ml,,,,0.84,ak,ak11606802,2015-06-03T05:16:03.574Z,"40km NNW of Valdez, Alaska",earthquake
2015-05-24T01:22:04.580Z,-20.1859,-68.8891,136.45,4.8,mb,,45,0.252,1.14,us,us10002bvf,2015-05-24T09:24:48.128Z,"131km E of Iquique, Chile",earthquake
2015-05-24T01:10:22.410Z,38.827,-122.7785,2.42,0.25,md,10,59,0.00755,0.01,nc,nc72454451,2015-05-28T19:00:26.190Z,"4km W of Cobb, California",earthquake
2015-05-24T01:00:31.160Z,37.1398,-116.2727,6.67,0.3,ml,10,90.42,0.079,,nn,nn00495759,2015-05-24T01:01:50.834Z,"50km ENE of Beatty, Nevada",earthquake
2015-05-24T00:55:03.610Z,33.4828333,-116.5608333,9.41,0.45,ml,20,111,0.03654,0.13,ci,ci37386152,2015-05-26T18:24:11.255Z,"13km SE of Anza, California",earthquake
2015-05-24T00:52:05.000Z,64.482,-147.7176,6.5,0.3,ml,,,,0.46,ak,ak11606797,2015-06-05T00:37:34.725Z,"34km SSW of North Pole, Alaska",earthquake
2015-05-24T00:39:36.840Z,-16.7316,-14.2124,10,5,mb,,101,23.841,0.64,us,us10002bvd,2015-05-24T08:42:10.457Z,"Southern Mid-Atlantic Ridge",earthquake
2015-05-24T00:30:15.000Z,64.5531,-147.7371,15,0,ml,,,,0.37,ak,ak11606796,2015-05-24T06:25:57.479Z,"28km SW of North Pole, Alaska",earthquake
2015-05-24T00:28:07.900Z,33.221,-116.0908333,10.56,2.66,ml,70,23,0.1059,0.25,ci,ci37386144,2015-05-26T19:17:09.910Z,"9km NNE of Ocotillo Wells, California",earthquake
2015-05-24T00:22:44.930Z,38.77,-122.7228333,2.44,0.64,md,23,62,0.005455,0.09,nc,nc72454431,2015-05-28T18:37:50.770Z,"3km ESE of The Geysers, California",earthquake
2015-05-24T00:17:33.350Z,47.7053333,-120.3556667,2.41,0.33,md,4,128,0.1023,0.03,uw,uw61022086,2015-05-26T18:21:35.210Z,"11km WNW of Entiat, Washington",earthquake
2015-05-24T00:10:51.000Z,63.0785,-149.5678,19.3,0.8,ml,,,,0.39,ak,ak11606792,2015-06-05T00:37:38.906Z,"46km SW of Cantwell, Alaska",earthquake
2015-05-24T00:09:38.310Z,31.2625,130.3668,161.71,4.5,mb,,93,0.256,0.61,us,us10002bva,2015-05-24T08:12:14.779Z,"4km E of Makurazaki, Japan",earthquake
2015-05-24T00:09:15.000Z,60.2463,-141.4169,0,1.7,ml,,,,0.96,ak,ak11606790,2015-06-03T05:16:05.194Z,"59km ENE of Cape Yakataga, Alaska",earthquake
2015-05-23T23:19:08.000Z,60.1591,-141.3533,0,1.1,ml,,,,0.37,ak,ak11606780,2015-06-01T17:19:34.585Z,"60km E of Cape Yakataga, Alaska",earthquake
2015-05-23T23:15:29.820Z,37.6531667,-118.8106667,2.93,0.69,md,8,238,0.02512,0.02,nc,nc72454421,2015-05-26T23:17:57.670Z,"14km E of Mammoth Lakes, California",earthquake
2015-05-23T23:13:45.590Z,33.4645,-116.5635,9.621,0.4,ml,14,226,0.0442,0.17,ci,ci37386120,2015-05-26T14:20:58.072Z,"14km SE of Anza, California",earthquake
2015-05-23T23:04:50.000Z,64.9833,-147.3414,0,1.7,ml,,,,0.53,ak,ak11606761,2015-06-01T17:20:44.164Z,"22km NNE of Badger, Alaska",earthquake
2015-05-23T23:04:19.545Z,38.5136,-118.4966,7.9208,0.88,ml,6,151.59,0.116,0.1086,nn,nn00495752,2015-05-23T23:55:46.872Z,"11km E of Hawthorne, Nevada",earthquake
2015-05-23T22:52:32.030Z,37.6733333,-118.8506667,0.83,0.5,md,9,191,0.0288,0.04,nc,nc72454416,2015-05-26T23:13:25.970Z,"11km ENE of Mammoth Lakes, California",earthquake
2015-05-23T22:52:09.000Z,60.1127,-152.9887,113.2,1.7,ml,,,,0.35,ak,ak11606751,2015-06-01T17:19:45.193Z,"43km SSW of Redoubt Volcano, Alaska",earthquake
2015-05-23T22:45:34.090Z,40.499,-111.3278333,14.67,0.69,md,10,94,0.102,0.14,uu,uu60111807,2015-05-26T22:03:13.120Z,"7km E of Heber, Utah",earthquake
2015-05-23T22:44:14.000Z,60.2377,-141.4253,0,0.7,ml,,,,0.38,ak,ak11606684,2015-06-01T17:19:44.456Z,"59km ENE of Cape Yakataga, Alaska",earthquake
2015-05-23T22:36:44.340Z,37.6743333,-118.8451667,1.88,0.8,md,18,121,0.02433,0.06,nc,nc72454411,2015-05-27T23:14:41.340Z,"11km ENE of Mammoth Lakes, California",earthquake
2015-05-23T22:31:26.680Z,-41.1111,-91.1436,10,4.7,mb,,81,13.135,0.7,us,us20002lbz,2015-06-07T04:29:46.198Z,"Southeast of Easter Island",earthquake
2015-05-23T22:31:18.000Z,66.1154,-149.1102,7,0.8,ml,,,,1.23,ak,ak11614643,2015-06-01T17:22:07.419Z,"135km SSE of Coldfoot, Alaska",earthquake
2015-05-23T22:29:43.273Z,38.5204,-118.5103,9.3368,0.81,ml,8,132.85,0.108,0.1,nn,nn00495745,2015-05-23T23:04:30.828Z,"9km E of Hawthorne, Nevada",earthquake
2015-05-23T22:28:33.000Z,51.7183,-174.9623,18.6,2,ml,,,,0.31,ak,ak11614642,2015-06-01T17:22:19.058Z,"74km SW of Atka, Alaska",earthquake
2015-05-23T22:27:44.000Z,58.9364,-152.3766,59.7,1.5,ml,,,,0.42,ak,ak11614641,2015-06-01T17:22:18.100Z,"91km SSW of Homer, Alaska",earthquake
2015-05-23T22:25:34.400Z,37.674,-118.8466667,1.61,0.49,md,12,175,0.02556,0.05,nc,nc72454406,2015-05-25T18:12:53.230Z,"11km ENE of Mammoth Lakes, California",earthquake
2015-05-23T22:18:57.780Z,46.8921667,-122.5745,4,0.5,md,3,237,0.2384,0.12,uw,uw61022036,2015-05-26T18:22:38.760Z,"6km SSE of Yelm, Washington",earthquake
2015-05-23T21:54:08.530Z,38.8098335,-122.817337,0.04,0.55,md,7,113,0.009301,0.09,nc,nc72454371,2015-05-23T21:55:42.490Z,"6km NW of The Geysers, California",earthquake
2015-05-23T21:50:42.000Z,64.11,-150.1228,10,0.6,ml,,,,0.9,ak,ak11614640,2015-06-01T17:22:17.062Z,"63km WNW of Healy, Alaska",earthquake
2015-05-23T21:50:18.240Z,35.1633333,-119.306,25.41,1.46,ml,23,61,0.09458,0.18,ci,ci37386064,2015-05-28T16:01:41.189Z,"14km E of Taft, California",earthquake
2015-05-23T21:46:58.110Z,34.3763333,-115.966,2.064,1.82,ml,25,53,0.1618,0.19,ci,ci37386056,2015-05-26T14:21:16.393Z,"28km NNE of Twentynine Palms, California",earthquake
2015-05-23T21:40:40.470Z,37.2931,-114.6522,2.8743,0.96,ml,5,277.45,0.337,0.1098,nn,nn00496521,2015-05-28T23:16:01.104Z,"37km SSW of Caliente, Nevada",earthquake
2015-05-23T21:37:57.000Z,50.5942,-173.5796,7.2,2.7,ml,,,,0.37,ak,ak11614639,2015-06-01T17:22:44.407Z,"183km SSE of Atka, Alaska",earthquake
2015-05-23T21:30:59.000Z,53.8072,-166.9112,4.8,1,ml,,,,0.6,ak,ak11606590,2015-06-01T17:19:43.749Z,"25km WSW of Dutch Harbor, Alaska",earthquake
2015-05-23T21:30:28.000Z,53.8237,-166.8433,2.6,0.7,ml,,,,0.59,ak,ak11606589,2015-06-01T17:19:42.864Z,"20km WSW of Unalaska, Alaska",earthquake
